IFlow Name,Source ID,Source_Flavor,Source_Type,Source_ParentFlavor,SourceParent_Flavor,TargetFlavor
Replication_Utilities_Contract_Account,ExclusiveGateway_1167,ExclusiveGateway,Gateway,,Process,intermediatethrow
Replication_Utilities_Contract_Account,ExclusiveGateway_1167,ExclusiveGateway,Gateway,,Process,NonLoopingProcess
com.sap.scenarios.utilities.c4c2s4.FindContractAccount,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenarios.utilities.c4c2s4.FindContractAccount,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.FindContractAccount,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4c2s4.FindContractAccount,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
DeviceSearch,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
DeviceSearch,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
DeviceSearch,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
DeviceSearch,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.AccountSearch,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenarios.utilities.c4c2s4.AccountSearch,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.AccountSearch,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4c2s4.AccountSearch,ServiceTask_2,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.CollectionsWriteoffsHistory,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenarios.utilities.c4c2s4.CollectionsWriteoffsHistory,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.CollectionsWriteoffsHistory,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4c2s4.CollectionsWriteoffsHistory,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenario.utilities.c4cs4.BankDetailsGet,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenario.utilities.c4cs4.BankDetailsGet,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenario.utilities.c4cs4.BankDetailsGet,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenario.utilities.c4cs4.BankDetailsGet,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenario.utilities.c4c2s4.InstallationFacts,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenario.utilities.c4c2s4.InstallationFacts,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenario.utilities.c4c2s4.InstallationFacts,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenario.utilities.c4c2s4.InstallationFacts,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenarios.utilities.c4cs4.CustomerQuoteProcessingSalesOrderRequest,CallActivity_1,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4cs4.CustomerQuoteProcessingSalesOrderRequest,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
Replication_Utilities_Technical_Master_Data,ServiceTask_34,ExternalCall,Activity,,LocalIntegrationProcess,Filter
Replication_Utilities_Technical_Master_Data,CallActivity_28,Filter,Activity,,LocalIntegrationProcess,Enricher
Replication_Utilities_Technical_Master_Data,StartEvent_2,intermediatecatch,Event,,Process,Enricher
Replication_Utilities_Technical_Master_Data,StartEvent_18,none,Event,,LocalIntegrationProcess,Filter
Replication_Utilities_Technical_Master_Data,CallActivity_5,Enricher,Activity,,Process,MessageMapping
Replication_Utilities_Technical_Master_Data,CallActivity_21,NonLoopingProcess,Activity,,Process,intermediatethrow
Replication_Utilities_Technical_Master_Data,CallActivity_31,Enricher,Activity,,LocalIntegrationProcess,ExternalCall
Replication_Utilities_Technical_Master_Data,CallActivity_25,Filter,Activity,,LocalIntegrationProcess,end
Replication_Utilities_Technical_Master_Data,ExclusiveGateway_10,ExclusiveGateway,Gateway,,Process,intermediatethrow
Replication_Utilities_Technical_Master_Data,ExclusiveGateway_10,ExclusiveGateway,Gateway,,Process,NonLoopingProcess
Replication_Utilities_Technical_Master_Data,CallActivity_7,MessageMapping,Activity,,Process,ExclusiveGateway
com.sap.scenarios.utilities.c4c2s4.CorrespondenceHistory,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenarios.utilities.c4c2s4.CorrespondenceHistory,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.CorrespondenceHistory,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4c2s4.CorrespondenceHistory,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenario.utilities.c4c2s4.Promise2Pay,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenario.utilities.c4c2s4.Promise2Pay,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenario.utilities.c4c2s4.Promise2Pay,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenario.utilities.c4c2s4.Promise2Pay,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.ReturnsHistory,CallActivity_1,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4c2s4.ReturnsHistory,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.ReturnsHistory,CallActivity_2,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenarios.utilities.c4c2s4.ReturnsHistory,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.ConfigurableObjectHierarchy,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenarios.utilities.c4c2s4.ConfigurableObjectHierarchy,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.ConfigurableObjectHierarchy,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4c2s4.ConfigurableObjectHierarchy,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.BillingOverview,CallActivity_1,MessageMapping,Activity,,Process,ExternalCall
com.sap.scenarios.utilities.c4c2s4.BillingOverview,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.scenarios.utilities.c4c2s4.BillingOverview,CallActivity_2,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4c2s4.BillingOverview,ServiceTask_1,ExternalCall,Activity,,Process,MessageMapping
AINC4CContractsIntegration,CallActivity_1,GroovyScript,Activity,,Process,ExternalCall
AINC4CContractsIntegration,StartEvent_1,intermediatecatch,Event,,Process,Enricher
AINC4CContractsIntegration,CallActivity_4,Enricher,Activity,,Process,GroovyScript
AINC4CContractsIntegration,CallActivity_3,Enricher,Activity,,Process,GroovyScript
AINC4CContractsIntegration,CallActivity_2,GroovyScript,Activity,,Process,Enricher
AINC4CContractsIntegration,ServiceTask_2,ExternalCall,Activity,,Process,intermediatethrow
Send_FI_Tax_Data,ServiceTask_40,ExternalCall,Activity,,Process,Enricher
Send_FI_Tax_Data,StartEvent_8366,errorStart,Event,,exceptionSubProcess,GroovyScript
Send_FI_Tax_Data,ServiceTask_20,ExternalCall,Activity,,Process,Enricher
Send_FI_Tax_Data,StartEvent_17,intermediatecatch,Event,,Process,ExclusiveGateway
Send_FI_Tax_Data,ExclusiveGateway_37,ExclusiveGateway,Gateway,,Process,Enricher
Send_FI_Tax_Data,ExclusiveGateway_37,ExclusiveGateway,Gateway,,Process,ExternalCall
Send_FI_Tax_Data,ExclusiveGateway_394,ExclusiveGateway,Gateway,,Process,ExclusiveGateway
Send_FI_Tax_Data,ExclusiveGateway_394,ExclusiveGateway,Gateway,,Process,Enricher
Send_FI_Tax_Data,CallActivity_397,Enricher,Activity,,Process,intermediatethrow
Send_FI_Tax_Data,CallActivity_29,Base64 Decode,Activity,,Process,GroovyScript
Send_FI_Tax_Data,CallActivity_390,Enricher,Activity,,Process,intermediatethrow
Send_FI_Tax_Data,CallActivity_8386,GroovyScript,Activity,,exceptionSubProcess,intermediatethrow
Send_FI_Tax_Data,CallActivity_27,Filter,Activity,,Process,Base64 Decode
Send_FI_Tax_Data,CallActivity_25,Enricher,Activity,,Process,Filter
Send_FI_Tax_Data,CallActivity_35,GroovyScript,Activity,,Process,ExternalCall
com.sap.scenarios.utilities.c4c2s4.ReplicationContractAccount,CallActivity_1,MessageMapping,Activity,,Process,intermediatethrow
com.sap.scenarios.utilities.c4c2s4.ReplicationContractAccount,StartEvent_1,intermediatecatch,Event,,Process,MessageMapping
com.sap.byd.subscriptionBilling.getToken,CallActivity_39122,GroovyScript,Activity,,exceptionSubProcess,intermediatethrow
com.sap.byd.subscriptionBilling.getToken,CallActivity_39125,JsonToXmlConverter,Activity,,Process,Enricher
com.sap.byd.subscriptionBilling.getToken,ServiceTask_39109,ExternalCall,Activity,,Process,Enricher
com.sap.byd.subscriptionBilling.getToken,CallActivity_39128,Enricher,Activity,,Process,Enricher
com.sap.byd.subscriptionBilling.getToken,CallActivity_39117,Enricher,Activity,,Process,JsonToXmlConverter
com.sap.byd.subscriptionBilling.getToken,StartEvent_39114,errorStart,Event,,exceptionSubProcess,GroovyScript
com.sap.byd.subscriptionBilling.getToken,StartEvent_2,intermediatecatch,Event,,Process,Enricher
com.sap.byd.subscriptionBilling.getToken,CallActivity_5,GroovyScript,Activity,,Process,Enricher
com.sap.byd.subscriptionBilling.getToken,CallActivity_39107,Enricher,Activity,,Process,ExternalCall
com.sap.byd.subscriptionBilling.getToken,CallActivity_8,Enricher,Activity,,Process,GroovyScript
com.sap.byd.subscriptionBilling.getToken,CallActivity_39130,Enricher,Activity,,Process,intermediatethrow
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,ExclusiveGateway_1,ExclusiveGateway,Gateway,,LocalIntegrationProcess,ExternalCall
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,ExclusiveGateway_1,ExclusiveGateway,Gateway,,LocalIntegrationProcess,terminate
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,ExclusiveGateway_1,ExclusiveGateway,Gateway,,LocalIntegrationProcess,ExternalCall
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_5,NonLoopingProcess,Activity,,Process,GroovyScript
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_4,GroovyScript,Activity,,exceptionSubProcess,Enricher
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_3,GroovyScript,Activity,,Process,Enricher
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_2,Enricher,Activity,,Process,GroovyScript
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,ServiceTask_3,ExternalCall,Activity,,LocalIntegrationProcess,end
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,ServiceTask_2,ExternalCall,Activity,,LocalIntegrationProcess,end
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_6,GroovyScript,Activity,,exceptionSubProcess,GroovyScript
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,StartEvent_3,errorStart,Event,,exceptionSubProcess,GroovyScript
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,StartEvent_4,errorStart,Event,,exceptionSubProcess,GroovyScript
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_1,Enricher,Activity,,exceptionSubProcess,intermediatethrow
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,StartEvent_1,intermediatecatch,Event,,Process,Enricher
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,StartEvent_2,none,Event,,LocalIntegrationProcess,ExclusiveGateway
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_12,GroovyScript,Activity,,Process,XSLTMapping
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_11,GroovyScript,Activity,,exceptionSubProcess,Enricher
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_10,Enricher,Activity,,exceptionSubProcess,intermediatethrow
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_15,XSLTMapping,Activity,,Process,intermediatethrow
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_14,Enricher,Activity,,Process,GroovyScript
com.sap.GS.Hungary.InvoiceRegistration.GetStatus,CallActivity_13,GroovyScript,Activity,,Process,NonLoopingProcess
BusinessPartnerRelationship_passthrough,StartEvent_3,errorStart,Event,,exceptionSubProcess,Enricher
BusinessPartnerRelationship_passthrough,CallActivity_1,NonLoopingProcess,Activity,,Process,intermediatethrow
BusinessPartnerRelationship_passthrough,StartEvent_1,intermediatecatch,Event,,Process,NonLoopingProcess
BusinessPartnerRelationship_passthrough,StartEvent_2,none,Event,,LocalIntegrationProcess,ExternalCall
BusinessPartnerRelationship_passthrough,CallActivity_4,GroovyScript,Activity,,exceptionSubProcess,intermediatethrow
BusinessPartnerRelationship_passthrough,CallActivity_2,Enricher,Activity,,exceptionSubProcess,GroovyScript
BusinessPartnerRelationship_passthrough,ServiceTask_1,ExternalCall,Activity,,LocalIntegrationProcess,end
DateTransfer_passthrough,StartEvent_3,errorStart,Event,,exceptionSubProcess,Enricher
DateTransfer_passthrough,CallActivity_1,NonLoopingProcess,Activity,,Process,intermediatethrow
DateTransfer_passthrough,StartEvent_1,intermediatecatch,Event,,Process,NonLoopingProcess
DateTransfer_passthrough,StartEvent_2,none,Event,,LocalIntegrationProcess,ExternalCall
DateTransfer_passthrough,CallActivity_2,Enricher,Activity,,exceptionSubProcess,intermediatethrow
DateTransfer_passthrough,ServiceTask_1,ExternalCall,Activity,,LocalIntegrationProcess,end
PurchaseRequistion_Replicate_from_FG_to_S4,ExclusiveGateway_1,ExclusiveGateway,Gateway,,Process,MessageMapping
PurchaseRequistion_Replicate_from_FG_to_S4,ExclusiveGateway_1,ExclusiveGateway,Gateway,,Process,MessageMapping
PurchaseRequistion_Replicate_from_FG_to_S4,CallActivity_1,GroovyScript,Activity,,Process,Enricher
PurchaseRequistion_Replicate_from_FG_to_S4,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
PurchaseRequistion_Replicate_from_FG_to_S4,CallActivity_5,MessageMapping,Activity,,Process,Enricher
PurchaseRequistion_Replicate_from_FG_to_S4,CallActivity_4,XSLTMapping,Activity,,Process,ExclusiveGateway
PurchaseRequistion_Replicate_from_FG_to_S4,CallActivity_3,Enricher,Activity,,Process,intermediatethrow
PurchaseRequistion_Replicate_from_FG_to_S4,CallActivity_2,Enricher,Activity,,Process,XSLTMapping
PurchaseRequistion_Replicate_from_FG_to_S4,CallActivity_6,MessageMapping,Activity,,Process,Enricher
Replicate_Contract_to_Agreement_and_AgreementTerm,StartEvent_442,none,Event,,LocalIntegrationProcess,Filter
Replicate_Contract_to_Agreement_and_AgreementTerm,ExclusiveGateway_452,ExclusiveGateway,Gateway,,Process,ExternalCall
Replicate_Contract_to_Agreement_and_AgreementTerm,ExclusiveGateway_452,ExclusiveGateway,Gateway,,Process,NonLoopingProcess
Replicate_Contract_to_Agreement_and_AgreementTerm,ExclusiveGateway_435,ExclusiveGateway,Gateway,,Process,Enricher
Replicate_Contract_to_Agreement_and_AgreementTerm,ExclusiveGateway_435,ExclusiveGateway,Gateway,,Process,parallel
Replicate_Contract_to_Agreement_and_AgreementTerm,ServiceTask_419,ExternalCall,Activity,,Process,intermediatethrow
Replicate_Contract_to_Agreement_and_AgreementTerm,CallActivity_458,Filter,Activity,,LocalIntegrationProcess,Enricher
Replicate_Contract_to_Agreement_and_AgreementTerm,CallActivity_424,MessageMapping,Activity,,Process,parallel
Replicate_Contract_to_Agreement_and_AgreementTerm,CallActivity_438,Enricher,Activity,,Process,parallel
Replicate_Contract_to_Agreement_and_AgreementTerm,CallActivity_416,MessageMapping,Activity,,Process,parallel
Replicate_Contract_to_Agreement_and_AgreementTerm,ServiceTask_448,ExternalCall,Activity,,LocalIntegrationProcess,end
Replicate_Contract_to_Agreement_and_AgreementTerm,CallActivity_412,Gather,Activity,,Process,ExclusiveGateway
Replicate_Contract_to_Agreement_and_AgreementTerm,CallActivity_445,Enricher,Activity,,LocalIntegrationProcess,ExternalCall
Replicate_Contract_to_Agreement_and_AgreementTerm,CallActivity_433,Enricher,Activity,,Process,ExclusiveGateway
Replicate_Contract_to_Agreement_and_AgreementTerm,CallActivity_455,NonLoopingProcess,Activity,,Process,ExternalCall
Replicate_Contract_to_Agreement_and_AgreementTerm,ParallelGateway_409,parallel,Gateway,Join,Process,Gather
Replicate_Contract_to_Agreement_and_AgreementTerm,StartEvent_2,intermediatecatch,Event,,Process,Enricher
Replicate_Contract_to_Agreement_and_AgreementTerm,ParallelGateway_404,parallel,Gateway,Multicast,Process,MessageMapping
Replicate_Contract_to_Agreement_and_AgreementTerm,ParallelGateway_404,parallel,Gateway,Multicast,Process,MessageMapping
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,StartEvent_3,none,Event,,LocalIntegrationProcess,ExternalCall
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,CallActivity_1,GroovyScript,Activity,,Process,Enricher
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,StartEvent_1,intermediatecatch,Event,,Process,Enricher
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,CallActivity_5,XSLTMapping,Activity,,Process,XSLTMapping
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,CallActivity_4,NonLoopingProcess,Activity,,Process,intermediatethrow
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,CallActivity_3,Enricher,Activity,,Process,NonLoopingProcess
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,CallActivity_2,Enricher,Activity,,Process,XSLTMapping
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,CallActivity_8,Base64 Encode,Activity,,Process,GroovyScript
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,CallActivity_7,XSLTMapping,Activity,,Process,Base64 Encode
Replicate_Sales_Order_from_S4HANA_to_SAP_Fieldglass,ServiceTask_2,ExternalCall,Activity,,LocalIntegrationProcess,end
Business_Partner_passthrough,StartEvent_3,errorStart,Event,,exceptionSubProcess,Enricher
Business_Partner_passthrough,CallActivity_1,NonLoopingProcess,Activity,,Process,intermediatethrow
Business_Partner_passthrough,StartEvent_1,intermediatecatch,Event,,Process,NonLoopingProcess
Business_Partner_passthrough,StartEvent_2,none,Event,,LocalIntegrationProcess,ExternalCall
Business_Partner_passthrough,CallActivity_4,GroovyScript,Activity,,exceptionSubProcess,intermediatethrow
Business_Partner_passthrough,CallActivity_2,Enricher,Activity,,exceptionSubProcess,GroovyScript
Business_Partner_passthrough,ServiceTask_1,ExternalCall,Activity,,LocalIntegrationProcess,end
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,CallActivity_1,Enricher,Activity,,Process,XSLTMapping
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,StartEvent_1,intermediatecatch,Event,,Process,Enricher
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,StartEvent_2,none,Event,,LocalIntegrationProcess,ExternalCall
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,CallActivity_5,Base64 Encode,Activity,,Process,GroovyScript
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,CallActivity_4,XSLTMapping,Activity,,Process,Base64 Encode
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,CallActivity_3,XSLTMapping,Activity,,Process,XSLTMapping
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,CallActivity_8,NonLoopingProcess,Activity,,Process,intermediatethrow
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,ServiceTask_1,ExternalCall,Activity,,LocalIntegrationProcess,end
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,CallActivity_7,Enricher,Activity,,Process,NonLoopingProcess
Replicate_GLAccount_Replicate_from_S4HANA_to_SAP_Fieldglass,CallActivity_6,GroovyScript,Activity,,Process,Enricher
PurchaseRequisitionStatus_Update_from_S4_to_FG,ExclusiveGateway_2,ExclusiveGateway,Gateway,,Process,Enricher
PurchaseRequisitionStatus_Update_from_S4_to_FG,ExclusiveGateway_2,ExclusiveGateway,Gateway,,Process,end
PurchaseRequisitionStatus_Update_from_S4_to_FG,ExclusiveGateway_2,ExclusiveGateway,Gateway,,Process,Enricher
PurchaseRequisitionStatus_Update_from_S4_to_FG,CallActivity_5,Enricher,Activity,,LocalIntegrationProcess,end
PurchaseRequisitionStatus_Update_from_S4_to_FG,CallActivity_4,Base64 Encode,Activity,,LocalIntegrationProcess,Enricher
PurchaseRequisitionStatus_Update_from_S4_to_FG,CallActivity_3,Enricher,Activity,,Process,NonLoopingProcess
PurchaseRequisitionStatus_Update_from_S4_to_FG,CallActivity_2,GroovyScript,Activity,,Process,ExclusiveGateway
PurchaseRequisitionStatus_Update_from_S4_to_FG,CallActivity_9,NonLoopingProcess,Activity,,Process,intermediatethrow
PurchaseRequisitionStatus_Update_from_S4_to_FG,CallActivity_8,Enricher,Activity,,Process,NonLoopingProcess
PurchaseRequisitionStatus_Update_from_S4_to_FG,CallActivity_6,NonLoopingProcess,Activity,,Process,intermediatethrow
PurchaseRequisitionStatus_Update_from_S4_to_FG,CallActivity_1,Enricher,Activity,,Process,GroovyScript
PurchaseRequisitionStatus_Update_from_S4_to_FG,StartEvent_1,intermediatecatch,Event,,Process,Enricher
PurchaseRequisitionStatus_Update_from_S4_to_FG,StartEvent_2,none,Event,,LocalIntegrationProcess,Base64 Encode
Replicate_Invoice_from_Fieldglass_to_S4HANA,ServiceTask_8597,ExternalCall,Activity,,LocalIntegrationProcess,end
Replicate_Invoice_from_Fieldglass_to_S4HANA,ExclusiveGateway_8580,ExclusiveGateway,Gateway,,Process,MessageMapping
Replicate_Invoice_from_Fieldglass_to_S4HANA,ExclusiveGateway_8580,ExclusiveGateway,Gateway,,Process,parallel
Replicate_Invoice_from_Fieldglass_to_S4HANA,CallActivity_8601,NonLoopingProcess,Activity,,Process,ExclusiveGateway
Replicate_Invoice_from_Fieldglass_to_S4HANA,CallActivity_8570,GroovyScript,Activity,,Process,Enricher
Replicate_Invoice_from_Fieldglass_to_S4HANA,ExclusiveGateway_8585,ExclusiveGateway,Gateway,,Process,intermediatethrow
Replicate_Invoice_from_Fieldglass_to_S4HANA,ExclusiveGateway_8585,ExclusiveGateway,Gateway,,Process,parallel
Replicate_Invoice_from_Fieldglass_to_S4HANA,CallActivity_8572,GroovyScript,Activity,,Process,ExclusiveGateway
Replicate_Invoice_from_Fieldglass_to_S4HANA,StartEvent_2,intermediatecatch,Event,,Process,GroovyScript
Replicate_Invoice_from_Fieldglass_to_S4HANA,CallActivity_8562,MessageMapping,Activity,,Process,ExclusiveGateway
Replicate_Invoice_from_Fieldglass_to_S4HANA,StartEvent_8593,none,Event,,LocalIntegrationProcess,ExternalCall
Replicate_Invoice_from_Fieldglass_to_S4HANA,ParallelGateway_8583,parallel,Gateway,Join,Process,Gather
Replicate_Invoice_from_Fieldglass_to_S4HANA,ParallelGateway_8584,parallel,Gateway,Multicast,Process,MessageMapping
Replicate_Invoice_from_Fieldglass_to_S4HANA,ParallelGateway_8584,parallel,Gateway,Multicast,Process,parallel
Replicate_Invoice_from_Fieldglass_to_S4HANA,CallActivity_33,GroovyScript,Activity,,Process,GroovyScript
Replicate_Invoice_from_Fieldglass_to_S4HANA,CallActivity_8591,Gather,Activity,,Process,NonLoopingProcess
Replicate_Invoice_from_Fieldglass_to_S4HANA,CallActivity_16,XSLTMapping,Activity,,Process,GroovyScript
Replicate_Invoice_from_Fieldglass_to_S4HANA,CallActivity_14,Enricher,Activity,,Process,XSLTMapping
Replicate_Invoice_from_Fieldglass_to_S4HANA,ExclusiveGateway_8604,ExclusiveGateway,Gateway,,Process,intermediatethrow
Replicate_Invoice_from_Fieldglass_to_S4HANA,ExclusiveGateway_8604,ExclusiveGateway,Gateway,,Process,intermediatethrow
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_2406,Enricher,Activity,,LocalIntegrationProcess,GroovyScript
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_51,Enricher,Activity,,LocalIntegrationProcess,GroovyScript
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_2408,Enricher,Activity,,LocalIntegrationProcess,ExternalCall
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_2443,MessageMapping,Activity,,LocalIntegrationProcess,GroovyScript
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_2440,NonLoopingProcess,Activity,,Process,intermediatethrow
Replication_B2B_Unit_Commerce_Customer_Engagement_center,ServiceTask_48,ExternalCall,Activity,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_2446,GroovyScript,Activity,,LocalIntegrationProcess,XmlToJsonConverter
Replication_B2B_Unit_Commerce_Customer_Engagement_center,ServiceTask_2387,ExternalCall,Activity,,LocalIntegrationProcess,NonLoopingProcess
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_2403,GroovyScript,Activity,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_2400,GroovyScript,Activity,,LocalIntegrationProcess,ExclusiveGateway
Replication_B2B_Unit_Commerce_Customer_Engagement_center,StartEvent_9,none,Event,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_19,Enricher,Activity,,LocalIntegrationProcess,NonLoopingProcess
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_17,Enricher,Activity,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,StartEvent_2,intermediatecatch,Event,,Process,NonLoopingProcess
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_12,Enricher,Activity,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_55,Enricher,Activity,,LocalIntegrationProcess,end
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_53,JsonToXmlConverter,Activity,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,StartEvent_2390,none,Event,,LocalIntegrationProcess,ExclusiveGateway
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_15,Enricher,Activity,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_58,NonLoopingProcess,Activity,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,ServiceTask_2379,ExternalCall,Activity,,LocalIntegrationProcess,end
Replication_B2B_Unit_Commerce_Customer_Engagement_center,ServiceTask_2412,ExternalCall,Activity,,LocalIntegrationProcess,end
Replication_B2B_Unit_Commerce_Customer_Engagement_center,CallActivity_81,NonLoopingProcess,Activity,,LocalIntegrationProcess,Enricher
Replication_B2B_Unit_Commerce_Customer_Engagement_center,StartEvent_22,none,Event,,LocalIntegrationProcess,JsonToXmlConverter
