IFlow Name,Source ID,Source_Flavor,Source_Type,Source_ParentFlavor,SourceParent_Flavor,TargetFlavor
LOIWCS03_CUSTOM__ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
LOIWCS03_CUSTOM__ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
scrapConfirmation_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
scrapConfirmation_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
BOMMAT05_CUSTOM_ERRORHANDLER,CallActivity_1,GroovyScript,Activity,,Process,intermediatethrow
BOMMAT05_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
Z_LOIROU04_CUSTOM_ERRORHANDLER,CallActivity_1,GroovyScript,Activity,,Process,intermediatethrow
Z_LOIROU04_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
yieldConfirmation_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
yieldConfirmation_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
Z_MATMAS03_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
Z_MATMAS03_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
componentAdd_CUSTOM_SERVICE,CallActivity_1,GroovyScript,Activity,,Process,Enricher
componentAdd_CUSTOM_SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
componentAdd_CUSTOM_SERVICE,CallActivity_5,GroovyScript,Activity,,Process,GroovyScript
componentAdd_CUSTOM_SERVICE,CallActivity_4,Enricher,Activity,,Process,GroovyScript
componentAdd_CUSTOM_SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
componentAdd_CUSTOM_SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
componentAdd_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
componentAdd_CUSTOM_SERVICE,CallActivity_7,GroovyScript,Activity,,Process,ExternalCall
componentAdd_CUSTOM_SERVICE,CallActivity_6,GroovyScript,Activity,,Process,intermediatethrow
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_5,Filter,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_4,GroovyScript,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_3,GroovyScript,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_2,GroovyScript,Activity,,Process,Filter
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_9,Enricher,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_8,GroovyScript,Activity,,Process,XSLTMapping
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_7,Enricher,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_6,GroovyScript,Activity,,Process,intermediatethrow
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_1,XSLTMapping,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_POSTSERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_12,GroovyScript,Activity,,Process,Enricher
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_11,GroovyScript,Activity,,Process,Enricher
productionOrderComplete_CUSTOM_POSTSERVICE,CallActivity_10,GroovyScript,Activity,,Process,GroovyScript
LOIPRO04_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
LOIPRO04_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
Z_ZMNMAT03_CUSTOM_POSTSERVICE,CallActivity_1,Filter,Activity,,Process,intermediatethrow
Z_ZMNMAT03_CUSTOM_POSTSERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
Z_ZMNMAT03_CUSTOM_POSTSERVICE,CallActivity_2,GroovyScript,Activity,,Process,Filter
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_5,Filter,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_4,GroovyScript,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_3,GroovyScript,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_2,GroovyScript,Activity,,Process,Filter
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_9,Enricher,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_8,GroovyScript,Activity,,Process,XSLTMapping
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_7,Enricher,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_6,GroovyScript,Activity,,Process,intermediatethrow
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_1,XSLTMapping,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_POSTSERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_12,GroovyScript,Activity,,Process,Enricher
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_11,GroovyScript,Activity,,Process,Enricher
maintainInventory_CUSTOM_POSTSERVICE,CallActivity_10,GroovyScript,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_SERVICE,CallActivity_1,GroovyScript,Activity,,Process,Enricher
maintainInventory_CUSTOM_SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
maintainInventory_CUSTOM_SERVICE,CallActivity_5,GroovyScript,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_SERVICE,CallActivity_4,Enricher,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
maintainInventory_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
maintainInventory_CUSTOM_SERVICE,CallActivity_7,GroovyScript,Activity,,Process,ExternalCall
maintainInventory_CUSTOM_SERVICE,CallActivity_6,GroovyScript,Activity,,Process,intermediatethrow
Z_MATMAS03_CUSTOM_POSTXSLT,CallActivity_1,Filter,Activity,,Process,GroovyScript
Z_MATMAS03_CUSTOM_POSTXSLT,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
Z_MATMAS03_CUSTOM_POSTXSLT,CallActivity_5,GroovyScript,Activity,,Process,intermediatethrow
Z_MATMAS03_CUSTOM_POSTXSLT,CallActivity_4,GroovyScript,Activity,,Process,Enricher
Z_MATMAS03_CUSTOM_POSTXSLT,CallActivity_3,Enricher,Activity,,Process,Filter
Z_MATMAS03_CUSTOM_POSTXSLT,CallActivity_2,GroovyScript,Activity,,Process,GroovyScript
INVCON03_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
INVCON03_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
releaseShopOrder_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
releaseShopOrder_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
updateShopOrderSchedule_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
updateShopOrderSchedule_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
maintainInventory_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
maintainInventory_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
componentAdd_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
componentAdd_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
Z_MATMAS03_CUSTOM_PREXSLT,CallActivity_1,GroovyScript,Activity,,Process,Enricher
Z_MATMAS03_CUSTOM_PREXSLT,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
Z_MATMAS03_CUSTOM_PREXSLT,CallActivity_3,Enricher,Activity,,Process,intermediatethrow
Z_MATMAS03_CUSTOM_PREXSLT,CallActivity_2,GroovyScript,Activity,,Process,GroovyScript
Z_MATMAS03_CUSTOM_POSTSERVICE,CallActivity_1,Filter,Activity,,Process,intermediatethrow
Z_MATMAS03_CUSTOM_POSTSERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
Z_MATMAS03_CUSTOM_POSTSERVICE,CallActivity_2,GroovyScript,Activity,,Process,Filter
Z_ZMNMAT03_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
Z_ZMNMAT03_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
componentAdd_CUSTOM_POSTSERVICE,CallActivity_5,Filter,Activity,,Process,GroovyScript
componentAdd_CUSTOM_POSTSERVICE,CallActivity_4,GroovyScript,Activity,,Process,GroovyScript
componentAdd_CUSTOM_POSTSERVICE,CallActivity_3,GroovyScript,Activity,,Process,GroovyScript
componentAdd_CUSTOM_POSTSERVICE,CallActivity_2,GroovyScript,Activity,,Process,Filter
componentAdd_CUSTOM_POSTSERVICE,CallActivity_9,Enricher,Activity,,Process,GroovyScript
componentAdd_CUSTOM_POSTSERVICE,CallActivity_8,GroovyScript,Activity,,Process,XSLTMapping
componentAdd_CUSTOM_POSTSERVICE,CallActivity_7,Enricher,Activity,,Process,GroovyScript
componentAdd_CUSTOM_POSTSERVICE,CallActivity_6,GroovyScript,Activity,,Process,intermediatethrow
componentAdd_CUSTOM_POSTSERVICE,CallActivity_1,XSLTMapping,Activity,,Process,GroovyScript
componentAdd_CUSTOM_POSTSERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
componentAdd_CUSTOM_POSTSERVICE,CallActivity_12,GroovyScript,Activity,,Process,Enricher
componentAdd_CUSTOM_POSTSERVICE,CallActivity_11,GroovyScript,Activity,,Process,Enricher
componentAdd_CUSTOM_POSTSERVICE,CallActivity_10,GroovyScript,Activity,,Process,GroovyScript
com.sap.GS.Chile.DeliveryNoteLedger,CallActivity_1,Filter,Activity,,Process,XSLTMapping
com.sap.GS.Chile.DeliveryNoteLedger,StartEvent_1,intermediatecatch,Event,,Process,Filter
com.sap.GS.Chile.DeliveryNoteLedger,CallActivity_5,Base64 Encode,Activity,,Process,Enricher
com.sap.GS.Chile.DeliveryNoteLedger,CallActivity_4,XMLDigitalSignMessage,Activity,,Process,Base64 Encode
com.sap.GS.Chile.DeliveryNoteLedger,CallActivity_3,Enricher,Activity,,Process,intermediatethrow
com.sap.GS.Chile.DeliveryNoteLedger,CallActivity_2,XSLTMapping,Activity,,Process,XMLDigitalSignMessage
productionOrderComplete_CUSTOM_ERRORHANDLER,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
productionOrderComplete_CUSTOM_ERRORHANDLER,CallActivity_2,GroovyScript,Activity,,Process,intermediatethrow
Z_ZMNMAT03_CUSTOM_POSTXSLT,CallActivity_1,Filter,Activity,,Process,GroovyScript
Z_ZMNMAT03_CUSTOM_POSTXSLT,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
Z_ZMNMAT03_CUSTOM_POSTXSLT,CallActivity_5,GroovyScript,Activity,,Process,intermediatethrow
Z_ZMNMAT03_CUSTOM_POSTXSLT,CallActivity_4,Enricher,Activity,,Process,Filter
Z_ZMNMAT03_CUSTOM_POSTXSLT,CallActivity_3,GroovyScript,Activity,,Process,Enricher
Z_ZMNMAT03_CUSTOM_POSTXSLT,CallActivity_2,GroovyScript,Activity,,Process,GroovyScript
INVCON03_CUSTOM_SERVICE,CallActivity_5,GroovyScript,Activity,,Process,GroovyScript
INVCON03_CUSTOM_SERVICE,CallActivity_4,Enricher,Activity,,Process,GroovyScript
INVCON03_CUSTOM_SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
INVCON03_CUSTOM_SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
INVCON03_CUSTOM_SERVICE,CallActivity_9,Enricher,Activity,,Process,GroovyScript
INVCON03_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
INVCON03_CUSTOM_SERVICE,CallActivity_7,GroovyScript,Activity,,Process,Enricher
INVCON03_CUSTOM_SERVICE,ServiceTask_2,ExternalCall,Activity,,Process,GroovyScript
INVCON03_CUSTOM_SERVICE,CallActivity_6,GroovyScript,Activity,,Process,ExternalCall
INVCON03_CUSTOM_SERVICE,CallActivity_1,GroovyScript,Activity,,Process,Enricher
INVCON03_CUSTOM_SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
INVCON03_CUSTOM_SERVICE,CallActivity_11,GroovyScript,Activity,,Process,intermediatethrow
INVCON03_CUSTOM_SERVICE,CallActivity_10,GroovyScript,Activity,,Process,ExternalCall
com.sap.slh.dcs.ping,CallActivity_1,Enricher,Activity,,Process,intermediatethrow
com.sap.slh.dcs.ping,StartEvent_1,intermediatecatch,Event,,Process,Enricher
LOIWCS03_CUSTOM__SERVICE,CallActivity_5,GroovyScript,Activity,,Process,Enricher
LOIWCS03_CUSTOM__SERVICE,CallActivity_4,Enricher,Activity,,Process,GroovyScript
LOIWCS03_CUSTOM__SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
LOIWCS03_CUSTOM__SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
LOIWCS03_CUSTOM__SERVICE,CallActivity_9,GroovyScript,Activity,,Process,intermediatethrow
LOIWCS03_CUSTOM__SERVICE,CallActivity_8,GroovyScript,Activity,,Process,ExternalCall
LOIWCS03_CUSTOM__SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
LOIWCS03_CUSTOM__SERVICE,ServiceTask_2,ExternalCall,Activity,,Process,GroovyScript
LOIWCS03_CUSTOM__SERVICE,CallActivity_6,GroovyScript,Activity,,Process,ExternalCall
LOIWCS03_CUSTOM__SERVICE,CallActivity_1,GroovyScript,Activity,,Process,GroovyScript
LOIWCS03_CUSTOM__SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
LOIWCS03_CUSTOM__SERVICE,CallActivity_11,Enricher,Activity,,Process,GroovyScript
LOIWCS03_CUSTOM__SERVICE,CallActivity_10,GroovyScript,Activity,,Process,Enricher
releaseShopOrder_CUSTOM_SERVICE,CallActivity_1,GroovyScript,Activity,,Process,GroovyScript
releaseShopOrder_CUSTOM_SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
releaseShopOrder_CUSTOM_SERVICE,CallActivity_5,GroovyScript,Activity,,Process,intermediatethrow
releaseShopOrder_CUSTOM_SERVICE,CallActivity_4,GroovyScript,Activity,,Process,ExternalCall
releaseShopOrder_CUSTOM_SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
releaseShopOrder_CUSTOM_SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
releaseShopOrder_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
releaseShopOrder_CUSTOM_SERVICE,CallActivity_6,GroovyScript,Activity,,Process,GroovyScript
com.sap.GS.Chile.MonthlyBoletaSummary,CallActivity_1,Filter,Activity,,Process,XSLTMapping
com.sap.GS.Chile.MonthlyBoletaSummary,StartEvent_1,intermediatecatch,Event,,Process,Filter
com.sap.GS.Chile.MonthlyBoletaSummary,CallActivity_4,Base64 Encode,Activity,,Process,Enricher
com.sap.GS.Chile.MonthlyBoletaSummary,CallActivity_3,XMLDigitalSignMessage,Activity,,Process,Base64 Encode
com.sap.GS.Chile.MonthlyBoletaSummary,CallActivity_2,XSLTMapping,Activity,,Process,XMLDigitalSignMessage
com.sap.GS.Chile.MonthlyBoletaSummary,CallActivity_6,Enricher,Activity,,Process,intermediatethrow
Twitter_Integration_config02,StartEvent_2,intermediatetimer,Event,,Process,Enricher
Twitter_Integration_config02,_CallActivity_13,Variables,Activity,,Process,GroovyScript
Twitter_Integration_config02,_CallActivity_15,GroovyScript,Activity,,Process,intermediatethrow
Twitter_Integration_config02,_CallActivity_11,Enricher,Activity,,Process,Variables
yieldConfirmation_CUSTOM_SERVICE,CallActivity_1,GroovyScript,Activity,,Process,Enricher
yieldConfirmation_CUSTOM_SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
yieldConfirmation_CUSTOM_SERVICE,CallActivity_5,Enricher,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_SERVICE,CallActivity_4,GroovyScript,Activity,,Process,intermediatethrow
yieldConfirmation_CUSTOM_SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
yieldConfirmation_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_SERVICE,CallActivity_7,GroovyScript,Activity,,Process,ExternalCall
yieldConfirmation_CUSTOM_SERVICE,CallActivity_6,GroovyScript,Activity,,Process,GroovyScript
com.sap.GS.Chile.SPLedger,CallActivity_1,XMLDigitalSignMessage,Activity,,Process,Base64 Encode
com.sap.GS.Chile.SPLedger,StartEvent_1,intermediatecatch,Event,,Process,Filter
com.sap.GS.Chile.SPLedger,CallActivity_5,Enricher,Activity,,Process,intermediatethrow
com.sap.GS.Chile.SPLedger,CallActivity_4,Base64 Encode,Activity,,Process,Enricher
com.sap.GS.Chile.SPLedger,CallActivity_3,Filter,Activity,,Process,XMLDigitalSignMessage
com.sap.GS.Chile.SPLedger,CallActivity_2,Filter,Activity,,Process,Filter
updateShopOrderSchedule_CUSTOM_SERVICE,CallActivity_1,GroovyScript,Activity,,Process,Enricher
updateShopOrderSchedule_CUSTOM_SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
updateShopOrderSchedule_CUSTOM_SERVICE,CallActivity_5,GroovyScript,Activity,,Process,GroovyScript
updateShopOrderSchedule_CUSTOM_SERVICE,CallActivity_4,GroovyScript,Activity,,Process,ExternalCall
updateShopOrderSchedule_CUSTOM_SERVICE,CallActivity_3,GroovyScript,Activity,,Process,intermediatethrow
updateShopOrderSchedule_CUSTOM_SERVICE,CallActivity_2,Enricher,Activity,,Process,GroovyScript
updateShopOrderSchedule_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
updateShopOrderSchedule_CUSTOM_SERVICE,CallActivity_6,GroovyScript,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_SERVICE,CallActivity_1,GroovyScript,Activity,,Process,Enricher
productionOrderComplete_CUSTOM_SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
productionOrderComplete_CUSTOM_SERVICE,CallActivity_5,Enricher,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_SERVICE,CallActivity_4,GroovyScript,Activity,,Process,intermediatethrow
productionOrderComplete_CUSTOM_SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
productionOrderComplete_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
productionOrderComplete_CUSTOM_SERVICE,CallActivity_7,GroovyScript,Activity,,Process,ExternalCall
productionOrderComplete_CUSTOM_SERVICE,CallActivity_6,GroovyScript,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_SERVICE,CallActivity_1,GroovyScript,Activity,,Process,Enricher
scrapConfirmation_CUSTOM_SERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
scrapConfirmation_CUSTOM_SERVICE,CallActivity_4,GroovyScript,Activity,,Process,intermediatethrow
scrapConfirmation_CUSTOM_SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
scrapConfirmation_CUSTOM_SERVICE,CallActivity_8,GroovyScript,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_SERVICE,CallActivity_7,GroovyScript,Activity,,Process,ExternalCall
scrapConfirmation_CUSTOM_SERVICE,CallActivity_6,Enricher,Activity,,Process,GroovyScript
com.sap.slh.dcs.gsp.template,StartEvent_6,none,Event,,LocalIntegrationProcess,Enricher
com.sap.slh.dcs.gsp.template,CallActivity_1,Enricher,Activity,,Process,Enricher
com.sap.slh.dcs.gsp.template,StartEvent_1,intermediatecatch,Event,,Process,Enricher
com.sap.slh.dcs.gsp.template,StartEvent_2,errorStart,Event,,exceptionSubProcess,GroovyScript
com.sap.slh.dcs.gsp.template,CallActivity_5,GroovyScript,Activity,,Process,ExternalCall
com.sap.slh.dcs.gsp.template,CallActivity_4,Enricher,Activity,,Process,NonLoopingProcess
com.sap.slh.dcs.gsp.template,CallActivity_10,NonLoopingProcess,Activity,,Process,GroovyScript
com.sap.slh.dcs.gsp.template,CallActivity_2,Enricher,Activity,,LocalIntegrationProcess,end
com.sap.slh.dcs.gsp.template,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
com.sap.slh.dcs.gsp.template,CallActivity_7,GroovyScript,Activity,,Process,intermediatethrow
com.sap.slh.dcs.gsp.template,CallActivity_6,GroovyScript,Activity,,exceptionSubProcess,intermediatethrow
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_5,Filter,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_4,GroovyScript,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_3,GroovyScript,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_2,GroovyScript,Activity,,Process,Filter
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_9,Enricher,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_8,GroovyScript,Activity,,Process,XSLTMapping
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_7,Enricher,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_6,GroovyScript,Activity,,Process,intermediatethrow
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_1,XSLTMapping,Activity,,Process,GroovyScript
scrapConfirmation_CUSTOM_POSTSERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_12,GroovyScript,Activity,,Process,Enricher
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_11,GroovyScript,Activity,,Process,Enricher
scrapConfirmation_CUSTOM_POSTSERVICE,CallActivity_10,GroovyScript,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_5,Filter,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_4,GroovyScript,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_3,GroovyScript,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_2,GroovyScript,Activity,,Process,Filter
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_9,Enricher,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_8,GroovyScript,Activity,,Process,XSLTMapping
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_7,Enricher,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_6,GroovyScript,Activity,,Process,intermediatethrow
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_1,XSLTMapping,Activity,,Process,GroovyScript
yieldConfirmation_CUSTOM_POSTSERVICE,StartEvent_1,intermediatecatch,Event,,Process,GroovyScript
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_12,GroovyScript,Activity,,Process,Enricher
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_11,GroovyScript,Activity,,Process,Enricher
yieldConfirmation_CUSTOM_POSTSERVICE,CallActivity_10,GroovyScript,Activity,,Process,GroovyScript
SAPCommerceCloudToS4HANACloud,CallActivity_73,Enricher,Activity,,LocalIntegrationProcess,end
SAPCommerceCloudToS4HANACloud,StartEvent_2,intermediatecatch,Event,,Process,NonLoopingProcess
SAPCommerceCloudToS4HANACloud,CallActivity_71,GroovyScript,Activity,,LocalIntegrationProcess,Enricher
SAPCommerceCloudToS4HANACloud,CallActivity_5,NonLoopingProcess,Activity,,Process,intermediatethrow
SAPCommerceCloudToS4HANACloud,CallActivity_56,Enricher,Activity,,LocalIntegrationProcess,GroovyScript
SAPCommerceCloudToS4HANACloud,CallActivity_12,GroovyScript,Activity,,LocalIntegrationProcess,GroovyScript
SAPCommerceCloudToS4HANACloud,CallActivity_53,GroovyScript,Activity,,LocalIntegrationProcess,ExternalCall
SAPCommerceCloudToS4HANACloud,ServiceTask_59,ExternalCall,Activity,,LocalIntegrationProcess,GroovyScript
SAPCommerceCloudToS4HANACloud,StartEvent_9,none,Event,,LocalIntegrationProcess,Enricher
com.sap.GS.Chile.SignEnvioDTE,StartEvent_1,intermediatecatch,Event,,Process,Enricher
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_2,Enricher,Activity,,Process,Base64 Decode
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_3,Base64 Decode,Activity,,Process,Enricher
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_13,XMLDigitalSignMessage,Activity,,Process,Base64 Encode
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_4,Enricher,Activity,,Process,XSLTMapping
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_12,XSLTMapping,Activity,,Process,XMLDigitalSignMessage
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_15,Enricher,Activity,,Process,intermediatethrow
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_6,XSLTMapping,Activity,,Process,Filter
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_14,Base64 Encode,Activity,,Process,Enricher
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_9,Enricher,Activity,,Process,XSLTMapping
com.sap.GS.Chile.SignEnvioDTE,_CallActivity_11,Filter,Activity,,Process,Enricher
com.sap.GS.Chile.SendMail,CallActivity_1,Base64 Decode,Activity,,Process,intermediatethrow
com.sap.GS.Chile.SendMail,StartEvent_1,intermediatecatch,Event,,Process,Enricher
com.sap.GS.Chile.SendMail,CallActivity_2,Enricher,Activity,,Process,Base64 Decode
LOIPRO04_CUSTOM_SERVICE,CallActivity_5,GroovyScript,Activity,,Process,Enricher
LOIPRO04_CUSTOM_SERVICE,CallActivity_4,Enricher,Activity,,Process,GroovyScript
LOIPRO04_CUSTOM_SERVICE,CallActivity_3,Enricher,Activity,,Process,GroovyScript
LOIPRO04_CUSTOM_SERVICE,CallActivity_2,GroovyScript,Activity,,Process,Enricher
LOIPRO04_CUSTOM_SERVICE,CallActivity_9,GroovyScript,Activity,,Process,intermediatethrow
LOIPRO04_CUSTOM_SERVICE,CallActivity_8,GroovyScript,Activity,,Process,ExternalCall
LOIPRO04_CUSTOM_SERVICE,ServiceTask_1,ExternalCall,Activity,,Process,GroovyScript
